Brand,Spec_Score,Model_Name,Series,Price,Price_Range,Utility,Processor_Brand,Core Configuration,Clock-speed,OS Type,RAM Type,Ram_Capacity(GB),Graphics_Brand,Display Size (Inches),Resolution Width,Resolution Height,PPI,Aspect Ratio,Weight(kg),Touchscreen,Screen_Protection,Colour(s),Outlier_Flag,Original_Brand
HP,7.7,pavilion plus 14ew0116tu,pavilion,71990.0,Mid-Range,Ultrabook,Intel,Deca Core,3.4,Windows,LPDDR5X,16,Intel,14.0,1920,1200,161.73,1.6,1.38,No,Yes,Silver,0,HP
Apple,4.9,macbook air mqd32hna ultrabook,macbook,67990.0,Mid-Range,Ultrabook,Intel,Dual Core,1.8,Macos,LPDDR3,8,Intel,13.3,1440,900,127.68,1.6,1.35,No,No,Silver,0,Apple
Apple,3.4,macbook air m1 mgnd3hna ultrabook,macbook,90900.0,Premium,Ultrabook,Apple,Octa Core,2.9,Macos,DDR4,8,Apple,13.3,2560,1600,226.98,1.6,1.29,No,No,Gold,0,Apple
Asus,1.6,x543ma,x543ma,22200.0,Budget,Personal,Intel,Dual Core,1.1,Windows,DDR4,4,Intel,15.6,1366,768,100.45,1.78,1.9,No,Yes,Silver,0,Asus
HP,5.0,pavilion gaming 15ec0101ax,pavilion,51000.0,Economy,Everyday Use,AMD,Quad Core,2.1,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.04,No,Yes,Black,0,HP
Other,4.5,book slim,book,42999.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,LPDDR4X,8,Intel,14.0,2160,1440,185.43,1.5,1.38,No,No,Real Blue,0,Realme
HP,5.6,pavilion 15ec2004ax,pavilion,58990.0,Economy,Everyday Use,AMD,Hexa Core,3.3,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,1.98,No,Yes,Black,0,HP
HP,5.1,14sdy2507tu,14sdy2507tu,33990.0,Economy,Everyday Use,Intel,Dual Core,4.2,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.41,No,Yes,Silver,0,HP
Asus,3.6,vivobook 15 x515ja,vivobook,50990.0,Economy,Everyday Use,Intel,Dual Core,1.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,Yes,Silver,0,Asus
HP,5.0,15sfr2511tu,15sfr2511tu,37023.0,Economy,Everyday Use,Intel,Dual Core,4.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Silver,0,HP
Asus,3.6,vivobook 15 x515ja,vivobook,31990.0,Economy,Everyday Use,Intel,Dual Core,1.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,Yes,Silver,0,Asus
HP,4.3,15sgr0012au,15sgr0012au,42990.0,Economy,Everyday Use,AMD,Dual Core,2.6,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.82,No,Yes,Silver,0,HP
HP,3.5,15sdy3001tu,15sdy3001tu,38490.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.75,No,Yes,Black,0,HP
HP,6.0,15seq2144au,15seq2144au,38289.0,Economy,Everyday Use,AMD,Hexa Core,4.0,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
HP,4.3,15seq2143au,15seq2143au,32990.0,Economy,Everyday Use,AMD,Quad Core,2.6,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
Lenovo,4.5,ideapad 3 15itl05,ideapad,33900.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Grey,0,Lenovo
Other,5.6,redmibook 15 pro,redmibook,39990.0,Economy,Everyday Use,Intel,Quad Core,3.1,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,Yes,Grey,0,Xiaomi
HP,2.0,chromebook 11ana0004mu,chromebook,18999.0,Budget,Everyday Use,MediaTek,Octa Core,2.0,Chrome,LPDDR4,4,MediaTek,11.6,1366,768,135.09,1.78,1.07,Yes,Yes,Grey,0,HP
Other,5.0,pura ns14a6inv561,pura,25990.0,Budget,Everyday Use,AMD,Quad Core,2.1,Windows,DDR4,8,AMD,14.0,1920,1080,157.35,1.78,1.34,No,No,Grey,0,Avita
Asus,5.2,tuf gaming f15 fx506lhb,tuf,51500.0,Economy,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.3,No,Yes,Black,0,Asus
Asus,4.5,vivobook 15 x515ja,vivobook,44990.0,Economy,Everyday Use,Intel,Quad Core,1.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,Yes,Silver,0,Asus
Lenovo,4.5,ideapad slim 3i 15itl05,ideapad,40990.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Grey,0,Lenovo
Acer,5.0,aspire 7 a71542g,aspire,47100.0,Economy,Everyday Use,AMD,Hexa Core,2.1,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.15,No,No,Black,0,Acer
Acer,7.5,aspire 7 a715,aspire,56990.0,Economy,Everyday Use,AMD,Hexa Core,3.05,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.15,No,No,Black,0,Acer
Lenovo,2.2,ideapad s145,ideapad,25500.0,Budget,Everyday Use,AMD,Dual Core,2.4,Windows,DDR4,4,AMD,15.6,1366,768,100.45,1.78,2.0,No,No,Grey,0,Lenovo
Infinix,3.6,inbook x1 xl11,inbook,29990.0,Budget,Everyday Use,Intel,Dual Core,1.2,Windows,LPDDR4X,8,Intel,14.0,1920,1080,157.35,1.78,1.48,No,No,Grey,0,Infinix
Infinix,3.6,inbook x1 xl11,inbook,27990.0,Budget,Everyday Use,Intel,Dual Core,1.2,Windows,LPDDR4X,8,Intel,14.0,1920,1080,157.35,1.78,1.48,No,No,Red,0,Infinix
Lenovo,5.2,ideapad slim 3,ideapad,54990.0,Economy,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.65,No,Yes,Grey,0,Lenovo
Asus,1.6,x543ma,x543ma,22490.0,Budget,Personal,Intel,Quad Core,1.1,Windows,DDR4,4,Intel,15.6,1366,768,100.45,1.78,1.9,No,Yes,Silver,0,Asus
HP,5.0,14sfq1089au,14sfq1089au,33978.0,Economy,Everyday Use,AMD,Quad Core,4.0,Windows,DDR4,8,AMD,14.0,1920,1080,157.35,1.78,1.46,No,No,Silver,0,HP
Lenovo,7.2,ideapad slim 3i 15itl6,ideapad,50990.0,Economy,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.6,No,Yes,Grey,0,Lenovo
Apple,3.4,macbook air m2 mlxy3hna ultrabook,macbook,89990.0,Mid-Range,Ultrabook,Apple,Octa Core,2.77,Macos,M2,8,Apple,13.6,2560,1664,224.51,1.54,1.24,No,No,Silver,0,Apple
HP,5.0,14sdy2501tu,14sdy2501tu,37500.0,Economy,Everyday Use,Intel,Dual Core,4.0,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.46,No,No,Silver,0,HP
Lenovo,5.2,ideapad slim 3 15itl6,ideapad,40990.0,Economy,Everyday Use,Intel,Quad Core,2.5,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.65,No,Yes,Grey,0,Lenovo
HP,3.6,15sdu2071tu,15sdu2071tu,45990.0,Economy,Everyday Use,Intel,Dual Core,1.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.77,No,No,Black,0,HP
HP,4.7,14sdy2506tu,14sdy2506tu,45890.0,Economy,Everyday Use,Intel,Quad Core,3.4,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.46,No,No,Silver,0,HP
Lenovo,5.2,ideapad gaming 3i,ideapad,53000.0,Economy,Everyday Use,Intel,Quad Core,2.5,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.25,No,Yes,Black,0,Lenovo
Lenovo,5.6,ideapad gaming 3 15ihu6,ideapad,49250.0,Economy,Everyday Use,Intel,Quad Core,3.1,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.25,No,Yes,Black,0,Lenovo
HP,4.3,15sgy0501au,15sgy0501au,38500.0,Economy,Everyday Use,AMD,Dual Core,2.6,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
Asus,2.6,vivobook 15 x515ja,vivobook,27990.0,Budget,Personal,Intel,Dual Core,1.2,Windows,DDR4,4,Intel,15.6,1366,768,100.45,1.78,1.8,No,Yes,Grey,0,Asus
Asus,5.2,tuf gaming f15 fx506li,tuf,55899.0,Economy,Everyday Use,Intel,Quad Core,2.5,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.3,No,Yes,Black,0,Asus
Infinix,1.6,inbook x1 neo xl22,inbook,24990.0,Budget,Personal,Intel,Quad Core,1.1,Windows,LPDDR4X,4,Intel,14.0,1920,1080,157.35,1.78,1.24,No,No,Blue,0,Infinix
MSI,5.2,gf63 thin 9scxr,gf63,57999.0,Economy,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,1.86,No,Yes,Black,0,MSI
Infinix,3.6,inbook y1 plus xl28,inbook,26790.0,Budget,Everyday Use,Intel,Dual Core,1.2,Windows,LPDDR4X,8,Intel,15.6,1920,1080,141.21,1.78,1.76,No,Yes,Silver,0,Infinix
HP,4.3,15sey1508au,15sey1508au,29999.0,Budget,Everyday Use,AMD,Dual Core,2.6,Windows,DDR4,8,AMD,15.6,1366,768,100.45,1.78,1.69,No,No,Black,0,HP
Infinix,3.6,inbook y1 plus xl28,inbook,27990.0,Budget,Everyday Use,Intel,Quad Core,1.2,Windows,LPDDR4X,8,Intel,15.6,1920,1080,141.21,1.78,1.76,No,Yes,Silver,0,Infinix
Asus,5.2,vivobook 15 x515ea,vivobook,50990.0,Economy,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,Yes,Silver,0,Asus
Asus,5.2,vivobook 15 x515ea,vivobook,48500.0,Economy,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,Yes,Silver,0,Asus
HP,4.0,15sdu1064tu,15sdu1064tu,40900.0,Economy,Everyday Use,Intel,Dual Core,2.1,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.75,No,Yes,Black,0,HP
Lenovo,4.5,ideapad 3,ideapad,37010.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Grey,0,Lenovo
HP,5.2,15sfr4000tu,15sfr4000tu,48949.0,Economy,Everyday Use,Intel,Quad Core,2.5,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
HP,8.1,15sfr4001tu,15sfr4001tu,49990.0,Economy,Everyday Use,Intel,Quad Core,4.2,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
Lenovo,7.0,ideapad 3 15alc6,ideapad,44890.0,Economy,Everyday Use,AMD,Hexa Core,2.1,Windows,DDR4,16,AMD,15.6,1920,1080,141.21,1.78,1.65,No,Yes,Grey,0,Lenovo
Infinix,2.6,y1 plus neo xl30,y1,21990.0,Budget,Everyday Use,Intel,Quad Core,1.1,Windows,LPDDR4X,8,Intel,15.6,1920,1080,141.21,1.78,1.76,No,Yes,Silver,0,Infinix
HP,3.2,14sfq0568au,14sfq0568au,29190.0,Budget,Everyday Use,AMD,Dual Core,2.3,Windows,DDR4,8,AMD,14.0,1366,768,111.94,1.78,1.41,No,No,Black,0,HP
HP,4.7,15seq2212au,15seq2212au,40230.0,Economy,Everyday Use,AMD,Quad Core,3.4,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
HP,3.2,15sey1509au,15sey1509au,31390.0,Economy,Everyday Use,AMD,Dual Core,2.3,Windows,DDR4,8,AMD,15.6,1366,768,100.45,1.78,1.7,No,No,Silver,0,HP
HP,4.0,pavilion x360 14dh1178tu,pavilion,60999.0,Mid-Range,Everyday Use,Intel,Dual Core,2.1,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.58,Yes,No,Silver,0,HP
MSI,5.2,gf63 thin 10scxr,gf63,49990.0,Economy,Everyday Use,Intel,Hexa Core,2.5,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,1.86,No,No,Grey,0,MSI
Asus,1.6,chromebook flip c214ma,chromebook,22500.0,Budget,Personal,Intel,Dual Core,1.1,Chrome,LPDDR4X,4,Intel,11.6,1366,768,135.09,1.78,1.2,Yes,Yes,Grey,0,Asus
Asus,8.1,vivobook s14 oled intel evo s3402za,vivobook,66990.0,Mid-Range,Everyday Use,Intel,Hexa Core,4.2,Windows,DDR4,16,Intel,14.0,2880,1800,242.59,1.6,1.5,No,No,Black,0,Asus
HP,4.6,15sfr2006tu,15sfr2006tu,36299.0,Economy,Everyday Use,Intel,Dual Core,3.27,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.75,No,Yes,Silver,0,HP
Asus,4.7,vivobook 15 m515da,vivobook,59999.0,Economy,Everyday Use,AMD,Dual Core,3.4,Windows,DDR4,8,AMD,15.6,1366,768,100.45,1.78,1.8,No,Yes,Silver,0,Asus
MSI,5.6,bravo 15 b5dd,bravo,49490.0,Economy,Everyday Use,AMD,Hexa Core,3.3,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,2.35,No,No,Black,0,MSI
Acer,5.0,nitro 5 an51543r2m9,nitro,54990.0,Economy,Everyday Use,AMD,Quad Core,2.1,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,2.3,No,Yes,Black,0,Acer
Asus,8.4,vivobook s14 oled intel evo s3402za,vivobook,64890.0,Mid-Range,Everyday Use,Intel,Hexa Core,4.7,Windows,DDR4,16,Intel,14.0,2880,1800,242.59,1.6,1.5,No,No,Black,0,Asus
HP,4.7,15sfq2629tu,15sfq2629tu,46500.0,Economy,Everyday Use,Intel,Quad Core,3.4,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
HP,8.0,15seq2182au,15seq2182au,42990.0,Economy,Everyday Use,AMD,Hexa Core,4.0,Windows,DDR4,16,AMD,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
Asus,6.5,vivobook 14 x415ea,vivobook,35990.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.6,No,No,Silver,0,Asus
Acer,5.6,aspire 7 a71551g,aspire,49990.0,Economy,Everyday Use,Intel,Deca Core,3.3,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.1,No,No,Black,0,Acer
Asus,5.0,vivobook go 15 e1504fa,vivobook,30990.0,Economy,Everyday Use,AMD,Quad Core,4.0,Windows,LPDDR5,8,AMD,15.6,1920,1080,141.21,1.78,1.63,No,Yes,Silver,0,Asus
Asus,1.6,vivobook 14 x415ma,vivobook,23990.0,Budget,Personal,Intel,Dual Core,1.1,Windows,DDR4,4,Intel,14.0,1366,768,111.94,1.78,1.6,No,Yes,Silver,0,Asus
HP,4.6,15sfq5111tu,15sfq5111tu,49999.0,Economy,Everyday Use,Intel,Deca Core,1.3,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
Asus,4.2,vivobook go 15 e1504fa,vivobook,32990.0,Economy,Everyday Use,AMD,Quad Core,2.4,Windows,LPDDR5,8,AMD,15.6,1920,1080,141.21,1.78,1.63,No,Yes,Black,0,Asus
Lenovo,2.6,ideapad 3 15igl05,ideapad,28489.0,Budget,Everyday Use,Intel,Dual Core,1.1,Windows,DDR4,8,Intel,15.6,1366,768,100.45,1.78,1.7,No,Yes,Grey,0,Lenovo
Asus,4.3,m515da,m515da,32700.0,Economy,Everyday Use,AMD,Dual Core,2.6,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.8,No,Yes,Silver,0,Asus
Lenovo,5.4,ideapad slim 3i,ideapad,35000.0,Economy,Everyday Use,Intel,Dual Core,4.8,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.65,No,No,Grey,0,Lenovo
Asus,6.1,vivobook ultra 14 x413ea,vivobook,44890.0,Economy,Everyday Use,Intel,Quad Core,4.2,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.4,No,Yes,White,0,Asus
Asus,6.1,vivobook ultra 14 x413ea,vivobook,59990.0,Economy,Everyday Use,Intel,Quad Core,4.2,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.4,No,Yes,Cobalt Blue,0,Asus
Dell,3.8,vostro 14 3401,vostro,44599.0,Economy,Everyday Use,Intel,Dual Core,1.7,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.58,No,Yes,Accent Black,0,Dell
Other,2.0,4g,4g,13990.0,Budget,Everyday Use,MediaTek,Octa Core,2.0,Prime,LPDDR4,4,MediaTek,11.6,1366,768,135.09,1.78,1.06,No,No,Black,0,Primebook
HP,5.0,15seq2223au,15seq2223au,36849.0,Economy,Everyday Use,AMD,Hexa Core,2.1,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
HP,2.4,chromebook 15ana0012tu,chromebook,28199.0,Budget,Everyday Use,Intel,Dual Core,2.8,Chrome,LPDDR4X,4,Intel,15.6,1366,768,100.45,1.78,1.69,No,Yes,Green,0,HP
HP,5.5,pavilion gaming 15ec1025ax,pavilion,53990.0,Economy,Everyday Use,AMD,Hexa Core,3.0,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,1.98,No,Yes,Black,0,HP
MSI,3.8,modern 14 c11m,modern,29750.0,Budget,Everyday Use,Intel,Dual Core,1.7,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.4,No,No,Black,0,MSI
Asus,3.8,vivobook 15 x515ea,vivobook,28990.0,Budget,Everyday Use,Intel,Dual Core,1.7,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,Yes,Silver,0,Asus
Lenovo,2.4,ideapad 3 cb 11igl05,ideapad,17490.0,Budget,Everyday Use,Intel,Dual Core,2.8,Chrome,LPDDR4,4,Intel,11.6,1366,768,135.09,1.78,1.12,No,Yes,Onyx Black,0,Lenovo
Other,5.6,mi notebook ultra,mi,59999.0,Economy,Everyday Use,Intel,Quad Core,3.1,Windows,DDR4,8,Intel,15.6,3200,2000,241.9,1.6,1.79,No,No,Grey,0,Xiaomi
Other,7.6,mi notebook ultra,mi,63976.0,Mid-Range,Everyday Use,Intel,Quad Core,3.1,Windows,DDR4,16,Intel,15.6,3200,2000,241.9,1.6,1.79,No,No,Grey,0,Xiaomi
Lenovo,3.0,ideapad slim 3 15iml05,ideapad,36500.0,Economy,Everyday Use,Intel,Dual Core,2.1,Windows,DDR4,4,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Grey,0,Lenovo
Lenovo,2.6,v15 g2,v15,20990.0,Budget,Everyday Use,Intel,Dual Core,1.1,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Grey,0,Lenovo
Samsung,8.1,galaxy book 2 156,galaxy,53490.0,Economy,Everyday Use,Intel,Deca Core,4.2,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.81,No,Yes,Graphite,0,Samsung
Lenovo,4.5,ideapad slim 3,ideapad,35400.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Grey,0,Lenovo
Dell,4.5,inspiron 15 3511,inspiron,36490.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,No,Black,0,Dell
Asus,7.4,tuf gaming f15 fx506hc,tuf,63990.0,Mid-Range,Everyday Use,Intel,Hexa Core,2.7,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.3,No,Yes,Black,0,Asus
HP,7.7,pavilion 14dv1001tu,pavilion,56999.0,Economy,Everyday Use,Intel,Quad Core,3.49,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.41,No,No,Silver,0,HP
HP,5.0,pavilion gaming 15ec0104ax,pavilion,55000.0,Economy,Everyday Use,AMD,Quad Core,2.1,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,1.98,No,Yes,Black,0,HP
HP,6.1,pavilion 15eh2018au,pavilion,55490.0,Economy,Everyday Use,AMD,Hexa Core,4.2,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.75,No,No,Silver,0,HP
Asus,6.0,tuf gaming a17 fa706ihrb,tuf,56790.0,Economy,Everyday Use,AMD,Hexa Core,4.0,Windows,DDR4,8,NVIDIA,17.3,1920,1080,127.34,1.78,2.6,No,Yes,Black,0,Asus
Asus,1.6,chromebook c523na,chromebook,24580.0,Budget,Personal,Intel,Dual Core,1.1,Chrome,LPDDR4X,4,Intel,15.6,1920,1080,141.21,1.78,1.69,No,No,Silver,0,Asus
HP,5.0,14sdk0093au,14sdk0093au,54999.0,Economy,Everyday Use,AMD,Quad Core,2.1,Windows,DDR4,8,AMD,14.0,1920,1080,157.35,1.78,1.47,No,No,Silver,0,HP
Dell,3.8,vostro 14 3400,vostro,41399.0,Economy,Everyday Use,Intel,Dual Core,1.7,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.58,No,No,Dune,0,Dell
HP,4.7,15sdy3501tu,15sdy3501tu,36400.0,Economy,Everyday Use,Intel,Quad Core,3.4,Windows,DDR4,8,Intel,15.6,1366,768,100.45,1.78,1.75,No,Yes,Silver,0,HP
HP,4.6,14sdq2100tu,14sdq2100tu,35990.0,Economy,Everyday Use,Intel,Dual Core,3.14,Windows,DDR4,8,Intel,14.0,1366,768,111.94,1.78,1.46,No,No,Black,0,HP
Lenovo,3.0,ideapad yoga 510,ideapad,40940.0,Economy,Everyday Use,Intel,Dual Core,2.0,Windows,DDR4,4,Intel,14.0,1920,1080,157.35,1.78,1.7,Yes,No,Black,0,Lenovo
Asus,6.4,rog strix g15 g513ih,rog,76500.0,Mid-Range,Everyday Use,AMD,Octa Core,2.9,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.1,No,Yes,Grey,0,Asus
Asus,6.4,vivobook pro 15 m6500ih,vivobook,63400.0,Mid-Range,Everyday Use,AMD,Octa Core,2.9,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,1.8,No,No,Blue,0,Asus
Asus,1.6,chromebook c523na,chromebook,18490.0,Budget,Personal,Intel,Dual Core,1.1,Chrome,LPDDR4X,4,Intel,15.6,1366,768,100.45,1.78,1.43,No,Yes,Silver,0,Asus
HP,5.0,victus 15fa0070tx,victus,63490.0,Mid-Range,Everyday Use,Intel,Hexa Core,2.0,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.37,No,Yes,Blue,0,HP
HP,7.2,pavilion 14ec1019au,pavilion,66596.0,Mid-Range,Ultrabook,AMD,Hexa Core,2.4,Windows,DDR4,16,AMD,14.0,1920,1080,157.35,1.78,1.41,No,Yes,Silver,0,HP
HP,3.7,14sdq3018tu,14sdq3018tu,30500.0,Economy,Everyday Use,Intel,Quad Core,3.4,Windows,DDR4,8,Intel,14.0,1366,768,111.94,1.78,1.47,No,No,Black,0,HP
Lenovo,3.8,ideapad slim 3i,ideapad,40990.0,Economy,Everyday Use,Intel,Dual Core,1.7,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.41,No,Yes,Grey,0,Lenovo
HP,5.0,15seq0500au,15seq0500au,41000.0,Economy,Everyday Use,AMD,Quad Core,2.1,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
Asus,3.6,vivobook 15 x1504za,vivobook,40990.0,Economy,Everyday Use,Intel,Hexa Core,1.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Blue,0,Asus
Lenovo,4.0,ideapad 3,ideapad,36990.0,Economy,Everyday Use,Intel,Dual Core,2.1,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,No,Grey,0,Lenovo
HP,6.1,pavilion 14ec1003au,pavilion,52999.0,Economy,Everyday Use,AMD,Hexa Core,4.2,Windows,DDR4,8,AMD,14.0,1920,1080,157.35,1.78,1.41,No,No,Silver,0,HP
Asus,3.5,vivobook 15 x515ea,vivobook,29999.0,Budget,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,4,Intel,15.6,1920,1080,141.21,1.78,1.8,No,Yes,Silver,0,Asus
Infinix,4.5,inbook x1 xl11,inbook,34990.0,Economy,Everyday Use,Intel,Quad Core,1.0,Windows,LPDDR4X,8,Intel,14.0,1920,1080,157.35,1.78,1.48,No,No,Grey,0,Infinix
HP,5.6,15sfq2535tu,15sfq2535tu,47250.0,Economy,Everyday Use,Intel,Quad Core,3.27,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
Lenovo,7.6,ideapad slim 3i,ideapad,57990.0,Economy,Everyday Use,Intel,Deca Core,3.3,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.63,No,Yes,Grey,0,Lenovo
Other,2.4,satus ultimus s111 nu14a1inc43pn,satus,19990.0,Budget,Everyday Use,Intel,Dual Core,2.8,Windows,LPDDR4,4,Intel,14.1,1920,1080,156.23,1.78,1.3,No,No,Gold,0,Avita
Other,2.4,satus ultimus s111 nu14a1inc43pn,satus,20990.0,Budget,Everyday Use,Intel,Dual Core,2.8,Windows,LPDDR4,4,Intel,14.1,1920,1080,156.23,1.78,1.3,No,Yes,Black,0,Avita
Lenovo,7.2,ideapad 5 15itl05,ideapad,60500.0,Mid-Range,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.66,No,No,Grey,0,Lenovo
Other,2.0,4g,4g,14990.0,Budget,Everyday Use,MediaTek,Octa Core,2.0,Prime,LPDDR4,4,MediaTek,11.6,1366,768,135.09,1.78,1.06,No,No,Black,0,Primebook
Lenovo,5.1,ideapad 3 14itl05,ideapad,36890.0,Economy,Everyday Use,Intel,Dual Core,4.2,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.5,No,Yes,Grey,0,Lenovo
HP,4.7,15sdu3563tu,15sdu3563tu,39990.0,Economy,Everyday Use,Intel,Quad Core,3.48,Windows,DDR4,8,Intel,15.6,1366,768,100.45,1.78,1.75,No,No,Black,0,HP
Lenovo,4.5,ideapad slim 3i,ideapad,39448.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Grey,0,Lenovo
Dell,4.5,inspiron 15 3511,inspiron,33999.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,No,Black,0,Dell
